codigo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim
33012918;Oleo essencial,de cabreuva;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33012919;Oleo essencial,de eucalipto;8.96;21.67;7.00;0.00;01/02/2021;30/04/2021
33012921;Oleo essencial,de alfazema ou lavanda;8.96;12.92;7.00;0.00;01/02/2021;30/04/2021
33012922;Oleo essencial,de vetiver;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33012990;Outros oleos essenciais;8.96;12.92;7.00;0.00;01/02/2021;30/04/2021
33013000;Resinoides;8.96;12.92;7.00;0.00;01/02/2021;30/04/2021
33019010;Solucoes concentr.de oleos essenciais do tratam.flores;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33019020;Subprods.terpenicos resids.da desterp.oleos essenciais;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33019030;Agua destilada aromat.e sol.aquosa de oleos essenciais;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33019040;Oleorresinas de extracao;8.96;18.37;7.00;0.00;01/02/2021;30/04/2021
33021000;Misturas util.materia basica p/inds.alimentar/de bebida;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33029011;Vetiverol para perfumaria;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33029019;Outs.misturas utilizs.como materia basica p/perfumaria;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33029090;Outs.misturas utilizs.como materia basica p/a industria;8.96;23.24;7.00;0.00;01/02/2021;30/04/2021
33030010;Perfumes (extratos);43.03;60.28;25.00;0.00;01/02/2021;30/04/2021
33030020;Agua-de-colonia;24.16;41.41;25.00;0.00;01/02/2021;30/04/2021
33041000;Produtos de maquilagem para os labios;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33042010;Sombra,delineador,lapis para sobrancelhas e rimel;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33042090;Outros produtos de maquilagem para os olhos;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33043000;Preparacoes para manicuros e pedicuros;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33049100;Pos,incluidos os compactos,para maquilagem;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33049100;Talco e polvilho com ou sem perfume;24.16;41.41;25.00;0.00;01/02/2021;30/04/2021
33049910;Cremes de beleza,cremes nutritivos e locoes tonicas;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33049990;Outs.produtos de beleza ou de maquilagem preparados,etc;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33049990;Preparados bronzeadores;24.16;41.41;25.00;0.00;01/02/2021;30/04/2021
33049990;Preparados anti-solares, exceto os que possuam propriedades de bronzeadores;13.45;30.70;25.00;0.00;01/02/2021;30/04/2021
33051000;Xampus para os cabelos;19.99;37.24;25.00;0.00;01/02/2021;30/04/2021
33052000;Prepars.p/ondulacao/alisamento/permanentes,dos cabelos;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33053000;Laques para os cabelos;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33059000;Outros preparacoes capilares;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33059000;Condicionadores;19.99;37.24;25.00;0.00;01/02/2021;30/04/2021
33061000;Dentifricios;4.20;21.45;12.00;0.00;01/02/2021;30/04/2021
33062000;Fios utiliz.p/limpar espacos interdentais (fio dental);4.20;19.99;7.00;0.00;01/02/2021;30/04/2021
33069000;Outs.preparacoes para higiene bucal ou dentaria,etc.;4.20;21.45;7.00;0.00;01/02/2021;30/04/2021
33071000;Preparacoes para barbear (antes,durante ou apos);31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33072010;Desodorantes corporais e antiperspirantes, liquidos;19.99;37.24;25.00;0.00;01/02/2021;30/04/2021
33072090;Outros desodorantes corporais e antiperspirantes;19.99;37.24;25.00;0.00;01/02/2021;30/04/2021
33073000;Sais perfumados e outs.preparacoes para banhos;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33074100;Agarbate e outs.prepar.odoriferas que atuem p/combustao;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33074900;Outs.preparacoes para perfumar ou desodorizar ambientes;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33079000;Outs.prods.de perfumaria ou toucador, preparados,etc.;31.48;48.73;25.00;0.00;01/02/2021;30/04/2021
33079000;Soluções para lentes de contato ou para olhos artificiais;24.16;41.41;25.00;0.00;01/02/2021;30/04/2021
34011110;Saboes medicinais,em barras,pedacos,figura moldada,etc.;8.96;26.21;18.00;0.00;01/02/2021;30/04/2021
34011190;Outs.prods/prepars.de toucador,em barras, pedacos,etc.;8.96;26.21;18.00;0.00;01/02/2021;30/04/2021
34011190;Sabão;4.20;21.45;18.00;0.00;01/02/2021;30/04/2021
34011900;Outs.saboes/produtos/preparacoes,em barras,pedacos,etc.;8.96;26.21;18.00;0.00;01/02/2021;30/04/2021
34011900;Papel, pastas  “ouates” , feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes;13.29;30.54;18.00;0.00;01/02/2021;30/04/2021
34011900;Produtos e preparações orgânicos tensoativos utilizados como sabão;13.29;30.54;18.00;0.00;01/02/2021;30/04/2021
34011900;Sabão;4.20;21.45;18.00;0.00;01/02/2021;30/04/2021
34012010;Saboes de toucador,sob outs.formas;18.21;35.46;18.00;0.00;01/02/2021;30/04/2021
34012090;Outros saboes;5.77;12.81;18.00;0.00;01/02/2021;30/04/2021
34013000;Produtos e prepar. organicos tensoativos destinados a lavagem da pele, na forma liquida...;13.29;30.54;18.00;0.00;01/02/2021;30/04/2021
34021110;Dibutilnaftalenossulfato de sodio (agente organ.superf);7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34021120;N-metil-n-oleitaurato de sodio (agente organ.de superf);7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34021130;Alquilsulfonato de sodio,secundario (agente org.superf);7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34021140;Mistura de ácidos alquilsulfônicos;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34021190;Outros agentes organicos de superficie,anionicos;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34021210;Acetato de oleilamina (agente organico de superficie);7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34021290;Outros agentes organicos de superficie,cationicos;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34021300;Agentes organicos de superficie,nao ionicos;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34021900;Outros agentes organicos de superficie;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34022000;Preparacoes tensoativas,para lavagem e limpeza;6.46;15.70;18.00;0.00;01/02/2021;30/04/2021
34029011;Misturas de agente organ.de superf.cont.prods. n/ionicos;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34029019;Outros misturas de agentes organicos de superficie;7.40;17.64;18.00;0.00;01/02/2021;30/04/2021
34029021;Solucoes ou emulsoes hidroalcoólicas (...);7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34029022;Solucoes ou emulsoes a base de nonanoiloxienzenossulfonato de sodio;7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34029023;Soluções ou emulsões hidroalcoólicas de sulfonatos de perfluoralquiltrimetilamônio e de perfluoralquilacrilamida;7.40;10.72;18.00;0.00;01/02/2021;30/04/2021
34029029;Outras soluções ou emulsões de produtos tensoativos (...);7.40;19.64;18.00;0.00;01/02/2021;30/04/2021
34029031;Prepars.de nonilfenol etoxilado (detergente) p/lavagem;7.40;19.64;18.00;0.00;01/02/2021;30/04/2021
34029039;Outros preparacoes para lavagem (detergentes);7.40;19.64;18.00;0.00;01/02/2021;30/04/2021
34029090;Outs.preparacoes tensoativas e preparacoes para limpeza;7.40;19.64;18.00;0.00;01/02/2021;30/04/2021
34031110;Prepars.cont.oleos de petroleo,etc.p/trat.mater.textil;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34031120;Prepars.cont.oleos de petroleo,etc.p/trat.couros/peles;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34031190;Prepars.cont.oleos de petroleo,etc.p/trat.outs.materias;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34031900;Outs.prepars.cont.oleos de petroleo/miners.betuminosos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34039110;Outs.preparacoes para tratamento de materia textil;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34039120;Outs.preparacoes para tratamento de couros e peles;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34039190;Outs.preparacoes para tratamento de outs.materias;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34039900;Outs.prepars.lubrificantes/antiaderentes/antiferrug.etc;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34042010;Ceras artificiais de poli (oxietileno) (polietileno-glicol);17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34042020;Ceras preparadas de polietileno-glicois;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34049011;Cera artificial de polietileno,emulsionavel;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34049012;Outros ceras artificiais,de polietileno;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34049013;Cera artificial de polipropilenoglicois;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34049014;De dímero de alquilceteno com dois grupos alternados n-alquila de c12, c14 e c16, em grânulos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
34049019;Outros ceras artificiais;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34049021;Cera preparada a base de vaselina e alcoois de lanolina;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
34049022;À base de hidroxiestearil cetil éter;17.24;19.24;18.00;0.00;01/02/2021;30/04/2021
34049029;Outros ceras preparadas;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
34051000;Pomadas,cremes e prepars.semelhs.p/calcados ou couros;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34052000;Encausticas/prepars.p/conservs.de moveis,etc.de madeira;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34053000;Preparacoes p/dar brilho a pintura de carrocarias,etc.;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34054000;Pastas,pos e outs.preparacoes para arear;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34059000;Outs.preparacoes para dar brilho em vidros,metais,etc.;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34060000;Velas,pavios,cirios e artigos semelhantes;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
34070010;Pastas para modelar;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34070020;Ceras para dentistas;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
34070090;Outros composicoes para dentistas,a base de gesso;13.29;29.08;18.00;0.00;01/02/2021;30/04/2021
35011000;Caseinas;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35019011;Caseinato de sodio;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35019019;Outros caseinatos e derivados das caseinas;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35019020;Colas de caseina;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35021100;Ovalbumina seca;4.20;18.48;7.00;0.00;01/02/2021;30/04/2021
35021900;Outros ovalbuminas;4.20;18.48;7.00;0.00;01/02/2021;30/04/2021
35022000;Lactalbumina,incl.concentrs>=2 proteinas de soro leite;4.20;18.48;7.00;0.00;01/02/2021;30/04/2021
35029010;Soroalbumina;4.20;8.16;7.00;0.00;01/02/2021;30/04/2021
35029090;Outros albuminas;4.20;18.48;7.00;0.00;01/02/2021;30/04/2021
35030011;Gelatinas de osseina,seus derivs.c/grau pureza>=99.98%;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
35030012;Gelatinas de osseina,seus derivs.c/grau pureza<99.98%;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35030019;Outros gelatinas e seus derivados;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35030090;Ictiocola,outs.colas de orig.animal,exc.cola de caseina;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35040011;Peptonas e peptonatos;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35040019;Outros derivados das peptonas;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35040020;Proteinas de soja em po,teor proteina em base seca>=90%;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35040030;Proteínas de batata em pó, com teor de proteínas superior ou igual a 80%, em peso, em base seca;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
35040090;Outs.materias proteicas,seus derivados e po de peles;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35051000;Dextrina e outs.amidos e feculas modificados;4.20;18.48;7.00;0.00;01/02/2021;30/04/2021
35052000;Colas a base de amidos ou de feculas,de dextrina,etc.;4.20;18.48;7.00;0.00;01/02/2021;30/04/2021
35061010;Prods.util.como colas,adesivos,de cianoacrilatos,p<=1kg;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
35061090;Outs.prods.utilizados como colas ou adesivos,peso<=1kg;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
35069110;Adesivos a base de borracha;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
35069120;Adesivos a base de plasticos,dispersos,p/dispersar etc.;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
35069190;Outros adesivos a base de plasticos;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
35069900;Outros colas e adesivos preparados;4.20;19.99;18.00;0.00;01/02/2021;30/04/2021
35071000;Coalho e seus concentrados;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079011;Alfa-amilase (aspergillus oryzae);4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079019;Outros amilases e seus concentrados;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079021;Fibrinucleases;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079022;Bromelina;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
35079023;Estreptoquinase;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079024;Estreptodornase;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079025;Mistura de estreptoquinase e estreptodornase;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079026;Papaina;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079029;Outros proteases e seus concentrados;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079031;Lisozima e seu cloridrato;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
35079032;L-asparaginase;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
35079039;Outros enzimas e seus concentrados;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079041;Enzimas preparadas a base de celulases;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
35079042;Enzimas preparadas a base de transglutaminase;4.20;8.16;0.00;0.00;01/02/2021;30/04/2021
35079049;Outros enzimas preparadas;4.20;18.48;0.00;0.00;01/02/2021;30/04/2021
36010000;Polvoras propulsivas;24.20;36.91;18.00;0.00;01/02/2021;30/04/2021
36020000;Explosivos preparados,exceto polvoras propulsivas;20.87;33.58;18.00;0.00;01/02/2021;30/04/2021
36020000;Explosivos preparados,exceto polvoras propulsivas, à base de poliácoois  dinamite , outros explosivos preparados com efeito equivalente ao da dinamite;8.96;21.67;18.00;0.00;01/02/2021;30/04/2021
36030010;Estopins e rastilhos, de segurança;20.87;22.87;18.00;0.00;01/02/2021;30/04/2021
36030020;Cordéis (cordões) detonantes;20.87;22.87;18.00;0.00;01/02/2021;30/04/2021
36030030;Escorvas;20.87;22.87;18.00;0.00;01/02/2021;30/04/2021
36030040;Cápsulas fulminantes;20.87;22.87;18.00;0.00;01/02/2021;30/04/2021
36030050;Inflamadores;20.87;22.87;18.00;0.00;01/02/2021;30/04/2021
36030060;Detonadores elétricos;20.87;22.87;18.00;0.00;01/02/2021;30/04/2021
36041000;Fogos de artificio;27.28;41.56;25.00;0.00;01/02/2021;30/04/2021
36049010;Foguetes e cartuchos contra o granizo e semelhantes;13.29;19.14;18.00;0.00;01/02/2021;30/04/2021
36049090;Outs.foguetes de sinalizacao e artigos de pirotecnia;27.28;41.56;18.00;0.00;01/02/2021;30/04/2021
36049090;Foguetes e artigos semelhantes para sinalização;13.29;27.57;18.00;0.00;01/02/2021;30/04/2021
36050000;Fosforos,exceto os artigos de pirotecnia;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
36061000;Combustiveis liq.etc.util.p/carreg.isqueiro, cap<=300cm3;20.87;35.15;18.00;0.00;01/02/2021;30/04/2021
36069000;Ferrocerio e outs.ligas pirofosforicas,art. mat.inflamav;20.87;35.15;18.00;0.00;01/02/2021;30/04/2021
37011010;Chapas/filmes planos,p/raios x,sensib.1 face,n/impress.;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37011021;Chapas/film.planos,p/raios x odont.sensib.2 f.n/impress;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
37011029;Outs.chapas/film.planos,p/raios x,sensib.2 f.n/impress.;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37012010;Filmes planos,revel.instant.sensib.n/impr. p/foto cores;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37012020;Filmes plan.revel.instant.sensib.n/impr.p/foto monocrom;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37013010;Outs.chapas/film.plan.sensib.n/impr.d>255mm,p/fot.cores;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37013021;Chapas aluminio,plan.sensib.polim.fotoss. n/impr.d>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37013022;Chapas poliester,plan.sens.polim.fotoss. n/impr.d>255mm;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37013029;Outs.chapas planas,sensib.polim.fotoss.n/impres.d>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37013031;Chapas aluminio,planas,sensib.out.proc .n/impres.d>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37013039;Outs.chapas planas,sensib.out.proc.n/impres. dim>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37013040;Filmes planos,p/artes graficas,sensib. n/impress.d>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37013050;Filmes plan.heliograf.poliester,sensib. n/impres.d>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37013090;Outs.chapas e filmes planos,sensib.n/impress.dim>255mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37019100;Outs.chapas/filmes,planos,sensib.n/impress.p/foto cores;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37019900;Outs.chapas/filmes,planos,sensib.n/impr.p/foto monocrom;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37021010;Filmes p/raios x,sensibil.1 face,n/ impression. em rolos;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37021020;Filmes p/raios x,sensibil.2 faces,n/impression. em rolos;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
37023100;Outros filmes, não perfurados, de largura não superior a 105mm, para fotografia a cores (policromos);17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37023200;Outros filmes c/emuls.halog.prata,sensib. n/impr. l<=105mm,rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37023900;Outs.filmes n/perfur.sensib.n/impress. l<=105mm,em rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37024100;Filmes p/foto cores,sensib.n/impr.l>610mm, c>200m,rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37024210;Filmes p/artes grafs.sensib.n/impr.l>610mm, c>200m,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37024290;Outs.filmes n/perfur.sensib.n/impr.l>610mm, c>200m,rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37024310;Filmes p/artes graf.sensib.n/impr.l>610mm, c<=200m,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37024320;Filmes heliogr.poliest.sens.n/impr.l>61cm, c<=200m,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37024390;Outs.filmes n/perf.sensib.n/impr. l>610mm, c<=200m,rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37024410;Filmes p/foto cores,sensib.n/impr. 105<l<=610mm, em rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37024421;Filmes p/artes graf.monocr.n/impr. 105<l<=610mm, em rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37024422;Outs.filmes monocrom.sensib.n/impres.de larg >105mm, mas não superior a 610 mm, fotopolimerizáveis, sensibilizadas à base de compostos acrílicos, dos tipos utilizados para a fabricação de circuitos impressos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37024429;Outs.filmes monocrom.sensib.n/impres. 105<l<=610mm,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37025200;Filmes p/foto cores,sensib.n/impres.l<=16mm, c>14m,rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37025200;Filmes cinematográficos de 16 mm de largura e comprimento superior a 14m;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
37025300;Filmes p/diaposit.cores,n/impr.16<l<=35mm, c<=30m,rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37025411;Filmes p/foto cores,sensib.n/impr.l=35mm, c<=30m,bobinas;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37025412;Filmes p/foto cores,sensib.n/impr.l >16mm <=35mm,c<=30m (exceto p/ diapositivos)de 12 exposições (0,5m de comprimento), de 24 exposições (1,0m de comprimento) ou de 36 exposições (1,5m de comp);17.24;28.33;18.00;0.00;01/02/2021;30/04/2021
37025419;Outs.filmes p/foto cores,n/impress.l=35mm, c<=30m,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37025491;Filmes p/foto cores,n/impr.16<l<35mm,c<=30m,em bobinas;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37025499;Outs.filmes p/foto cores,n/impr.16<l<35mm, c<=30m,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37025510;Filmes p/foto cores,sensib.n/impr.l=35mm,c>30m,em rolos;4.20;15.29;18.00;0.00;01/02/2021;30/04/2021
37025590;Filmes p/foto cores,sensib.n/impr.16<l<35mm, c>30m,rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37025600;Filmes p/foto cores,sensib.n/impress.l>35mm,em rolos;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37029600;Outs.filmes sensib.n/impress.de largura não superior a 35 mm e comprimento não superior a 30 m;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37029600;De largura não superior a 16mm e comprimento superior a 14 metros;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
37029700;Outs.filmes sensib.n/impress.de largura superior a 35 mm e comprimento não superior a 30 m;4.20;8.16;18.00;0.00;01/02/2021;30/04/2021
37029700;De largura não superior a 16mm;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37029800;Outros filmes sensib.n/impress.l>35mm,em rolos;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37031010;Papel,etc.p/foto cores,sensib.n/impr.em rolos,l>610mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37031021;Papel heliograf.monocrom.sensib.n/impr.em rolos,l>610mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37031029;Outs.papeis p/foto monocrom.sensib.n/impr.rolos,l>610mm;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37032000;Outs.papeis p/foto a cores,sensibil.n/impressionados;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37039010;Papel p/fotocomposicao,sensibilizado,nao impressionado;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37039090;Outs.papeis,cartoes e texteis fotograf.sensib.n/impress;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37040000;Chapas,filmes,etc.fotograficos,impress.mas n/revelados;8.96;23.24;18.00;0.00;01/02/2021;30/04/2021
37040000;Chapas e filmes;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37050010;Fotomascaras sobre vidro plano, positivas, proprias para gravacao em pastilhas de silicio (chips) para fabricacao de microestruturas eletronicas;4.20;6.20;12.00;0.00;01/02/2021;30/04/2021
37050090;Outros;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37061000;Filmes cinematograficos impress.e revelados, l>=35mm;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37069000;Outros filmes cinematograficos impress.e revelados;4.20;18.48;18.00;0.00;01/02/2021;30/04/2021
37071000;Emulsoes p/sensibilizacao de superfs.p/uso fotografico;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37079010;Fixadores para uso fotografico;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37079021;Reveladores a base de negro de fumo,etc. p/reprod.docum.;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37079029;Outros reveladores para uso fotografico;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
37079030;Compost.diazoicos fotossens.p/prepar.emulsoes fotograf.;17.24;21.20;18.00;0.00;01/02/2021;30/04/2021
37079090;Outs.preparacoes quimicas p/usos fotograficos, etc.;17.24;31.52;18.00;0.00;01/02/2021;30/04/2021
38011000;Grafita artificial;4.20;6.76;12.00;0.00;01/02/2021;30/04/2021
38012010;Suspensao semicoloidal em oleos minerais (grafita);6.79;11.38;12.00;0.00;01/02/2021;30/04/2021
38012090;Outros grafitas coloidais ou semicoloidais;6.79;11.38;12.00;0.00;01/02/2021;30/04/2021
38013010;Pasta carbonada para eletrodos;6.79;9.35;12.00;0.00;01/02/2021;30/04/2021
38013090;Pastas semelh.as carbonadas p/revest.interior de fornos;6.79;9.35;12.00;0.00;01/02/2021;30/04/2021
38019000;Outs.prepars.base de grafita/outs.carbonos,em pasta,etc;6.79;11.38;12.00;0.00;01/02/2021;30/04/2021
38021000;Carvoes ativados;4.20;9.26;12.00;0.00;01/02/2021;30/04/2021
38029010;Farinhas siliciosas fosseis;4.20;9.26;12.00;0.00;01/02/2021;30/04/2021
38029020;Bentonita (materia mineral natural ativada);4.20;9.26;12.00;0.00;01/02/2021;30/04/2021
38029030;Atapulgita;4.20;6.76;12.00;0.00;01/02/2021;30/04/2021
38029040;Outros argilas e terras ativadas;4.20;9.26;12.00;0.00;01/02/2021;30/04/2021
38029050;Bauxita (materia mineral natural ativada);4.20;6.76;12.00;0.00;01/02/2021;30/04/2021
38029090;Outros materias minerais naturais ativadas,etc.;4.20;9.26;12.00;0.00;01/02/2021;30/04/2021
38030010;Tall-oil mesmo refinado, bruto;4.20;6.76;12.00;0.00;01/02/2021;30/04/2021
38030090;Tall-oil mesmo refinado, outros;4.20;9.26;12.00;0.00;01/02/2021;30/04/2021
38040011;Lixivia residual da fabr.pasta de celulose,ao sulfito;4.20;8.79;12.00;0.00;01/02/2021;30/04/2021
38040012;Lixivia residual da fabr.pasta celulose,a soda/sulfato;6.79;11.38;12.00;0.00;01/02/2021;30/04/2021
38040020;Lignossulfonatos;4.20;6.76;12.00;0.00;01/02/2021;30/04/2021
38051000;Essencias de terebintina,de pinheiro ou etc.;4.20;9.70;12.00;0.00;01/02/2021;30/04/2021
38059010;Oleo de pinho;6.79;12.29;12.00;0.00;01/02/2021;30/04/2021
38059090;Outs.essencias terpenicas da destil/tratam. madeiras,etc;4.20;9.70;12.00;0.00;01/02/2021;30/04/2021
